id,name,type,lat,lon,speciality,street,locality,city,state,district,postcode,phone,website,opening_hours,amenity,healthcare,address_full
7643120759.0,Sai Clinic,node,17.281289,73.280283,,,,,Maharastra,Ratnagiri,415613,,,,clinic,,Saitvade
7643120766.0,Shree Tuljai Clinic,node,17.520516,73.536265,,,,,Maharastra,Ratnagiri,415605,,,,clinic,,"Radhakrishna Nagar, Ekdant plaza, Chiplun"
7643120769.0,Life Line Clinic,node,17.5261723,73.4804398,,,,,Maharastra,Ratnagiri,415701,,,,clinic,,"Bus Stop, Kondhe Phata, Khopad"
7643120770.0,Kalage Clinic,node,16.3729075,73.7928361,,,,,Maharastra,Sindhudurg,416601,,,,clinic,,"Devgad - Nipani Highway, Opp to Phonda ST Stand, Patelwadi, Phondaghat"
7643120771.0,Aarogyam Clinic,node,17.52996,73.517971,,,,,Maharastra,Ratnagiri,415605,,,,clinic,,"Swamy Narayan Complex, SH78, Chinch Naka, Chiplun"
7643120773.0,Health Care Clinic,node,16.2658077,73.7596467,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Harkul Budruk, Kawale Wadi, Nardave Road"
7643120774.0,Dr. Gopichand Waghmare Clinic,node,17.5309228,73.5153341,,,,,Maharastra,Ratnagiri,415605,,,,clinic,,"Shivaji Chowk, Chinchnaka, Karad - Chiplun Road, Chiplun"
7643120776.0,Dr. Patwardhan,node,16.9903737,73.3337198,,,,,Maharastra,Ratnagiri,415639,,,,doctors,,"Shanti Nagar, Nachane"
7643120778.0,Chirayu Clinic,node,16.270987,73.810574,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Kanedi, Nagave Road, Sindhudurga"
7643120783.0,Chaitanya Clinic,node,16.078871,73.469338,,,,,Maharastra,Sindhudurg,415612,,,,clinic,,"Malvan, Aachare Vengurla Road, Sindhudurga"
7643120785.0,Healing Point Clinic,node,17.4081726,73.5435864,,,,,Maharastra,Ratnagiri,415606,,,,clinic,,"Pimpal Mohalla, Sawarde"
7643120788.0,Dhete Clinic,node,17.483205,73.192772,,,,,Maharastra,Ratnagiri,415703,,,,clinic,,Guhagar
7643120789.0,Mankeshwar Clinic,node,16.497636,73.745711,,,,,Maharastra,Sindhudurg,416810,,,,clinic,,"Vaibhav Wadi, Vijaydurg Gaganbawda Road, Sindhudurga"
7643120792.0,Nirmal Clinics,node,16.9931607,73.3261694,,,,,Maharastra,Ratnagiri,415639,,,,clinic,clinic,"Nirmal Balrugnalaya, Laxmi Arcade Salvi stop"
7643120794.0,Zope's Skin and Health Clinic,node,16.9908154,73.3149144,dermatology,,,,Maharastra,Ratnagiri,415612,,,,clinic,clinic,"State Bank Colony, Ratnagiri"
7643120797.0,Lakshmi Eye Clinic,node,16.059171,73.470506,,,,,Maharastra,Sindhudurg,416606,,,,clinic,,"Revtale Adarsha Nagar Road, Revtale, Malvan"
7643120799.0,Hari Om Clinic,node,16.597764,73.65393,,,,,Maharastra,Ratnagiri,416702,,,,clinic,,Kelavali
7643120800.0,Narkar Clinic,node,17.2694109,73.5667923,,,,,Maharastra,Ratnagiri,415609,,,,clinic,,Kadwai
7643120801.0,Shubhada Clinic,node,17.4151413,73.538314,,,,,Maharastra,Ratnagiri,415606,,,,clinic,,"Mumbai - Goa Highway, Sawarde"
7643120802.0,Gurukrupa Clinic,node,17.1532499,73.3757235,,,,,Maharastra,Ratnagiri,415612,,,,clinic,,"Khalgaon, Agarnaral Road, Ratanagiri"
7643120807.0,Om Clinic,node,17.4154739,73.5388435,,,,,Maharastra,Ratnagiri,415606,,,,clinic,,"Pimpal Mohalla, Sawarde"
7643120809.0,Dr. Arun J. Nalawade,node,16.995692,73.293964,,,,,Maharastra,Ratnagiri,415612,,,,doctors,,"1st Floor, Sudha Enclave, Opp to Head Post Office, Ratnagiri"
7643120810.0,Indira Clinic,node,16.4970359,73.7463245,,,,,Maharastra,Sindhudurg,416810,,,,clinic,,Vaibhavwadi
7643120814.0,Ashtangik Clinic,node,17.341281,73.341949,,,,,Maharastra,Ratnagiri,415726,,,,clinic,,"Abloli Market Bus Stop, Abloli"
7643120817.0,Niramay Clinic,node,16.996024,73.291105,,,,,Maharastra,Ratnagiri,415612,,,,clinic,,"Tilak Ali, Ratnagiri"
7643120818.0,Dr. Nida Mulla Clinic,node,17.1882245,73.5529675,,,,,Maharastra,Ratnagiri,415611,,,,clinic,,"Bhatla Mohalla, Kasaba, Sangameshwar"
7643120821.0,Samata Clinic,node,17.236525,73.268487,,,,,Maharastra,Ratnagiri,415612,,,,clinic,clinic,"Khandala, Nivali Jaigad Road, Ratanagiri"
7643120822.0,Dr. Shiveshwarkar Clinic,node,16.2166796,73.469159,,,,,Maharastra,Sindhudurg,416614,,,,clinic,,"Achara Devgad Road, Varchiwadi"
7643120823.0,Shree Mangesh Clinic,node,16.9898642,73.3098522,,,,,Maharastra,Ratnagiri,415612,,,,clinic,clinic,"Abhyudhya Nagar, Ratnagiri"
7643338025.0,Ganesh Clinic,node,16.118484,73.706772,,,,,Maharastra,Sindhudurg,416628,,,,clinic,,"Sindhu Durg, Oros"
7643338029.0,Sarah Skin Clinic,node,16.2619854,73.7110438,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Bhavani Complex A wing, Near LIC Tell Ali, Kankavli"
7643338033.0,Sai Samartha Clinic,node,16.2657245,73.7067869,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Achara Road, Kalmath"
7643338038.0,Dr. Arun Kumbhar,node,16.6859378,74.4616417,,,,,Maharastra,Kolhapur,416115,,,,doctors,,"Hava Mahal Bunglow Road, Sodage Mala, Kagwade Mala, Ichalkaranji"
7643338040.0,Varad Clinic,node,16.2699798,73.7081892,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Kankavli, Mumbai-Goa Highway, Sindhudurga"
7643338048.0,Dr. Mrs. Saee Lalit's Clinic,node,16.1317134,73.70365,,,,,Maharastra,Sindhudurg,416812,,,,clinic,,"Kharyewadi, Oros"
7643338049.0,Dr. Vijay V Patil Clinic,node,16.2661474,73.712914,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Kankavli College Road, Shivajinagar"
7643338050.0,Jivan Deep Clinic,node,16.1294656,73.7043148,,,,,Maharastra,Sindhudurg,416814,,,,clinic,,"Owras, Mumbai-Goa Highway, Sindhudurga"
7643338055.0,Bile Clinic,node,16.2655126,73.7070903,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Kankavali, Mumbai-Goa Highway, Sindhudurga"
7643338060.0,Dr. Nadar Clinic,node,16.2654608,73.7189689,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,Shivajinagar
7643338071.0,Dr. Nalanda's Skin Clinic,node,16.0107692,73.6861805,,,,,Maharastra,Sindhudurg,416520,,,,clinic,,"Kelbaiwadi, Kudal"
7643338078.0,Dr. Nanal Clinic,node,16.260138,73.712168,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,"Mumbai-Goa Highway, Sindhudurga"
7643338085.0,Dr. Lele's Shree Clinic,node,15.9100212,73.8147224,,,,,Maharastra,Sindhudurg,416510,,,,clinic,,Sawantwadi
7643338093.0,Dr. Mhadgut's Skin Care Clinic,node,16.083113,73.620349,,,,,Maharastra,Sindhudurg,416604,,,,clinic,,"At. Post Katta, Pendur Road, Near MSEB Office, Katta"
7643338106.0,Siddivinayak Clinic,node,16.1549215,73.6836039,,,,,Maharastra,Sindhudurg,416603,,,,clinic,,"At Post Kasal Tal-kudal, Sindhudurga"
7643338108.0,Dr. Kiran Naik,node,16.05837,74.322813,,,,,Maharastra,Kolhapur,416504,,,,doctors,,"Gadhinglaj Chandgad Road, Nesari"
7643338110.0,Vandana Clinic,node,16.255771,73.7134067,,,,,Maharastra,Sindhudurg,416602,,,,clinic,,Bijalee Nagar
7643632433.0,Chaitanya Clinic,node,16.9507037,74.4082766,,,,,Maharastra,Sangli,416301,,,,clinic,,"Amruta Awati, Ashta"
7643632436.0,Shah Clinic,node,16.6886077,74.2258178,,,,,Maharastra,Kolhapur,416012,,,,clinic,clinic,"Hariprasad Apartments, Mane Lane, Near NKGSB Bank, Mangalwarpeth, Kolhapur"
7643632452.0,Madhavbaug Clinic,node,16.680998,74.210418,,,,,Maharastra,Kolhapur,416012,,,,clinic,,"V R Plaza,1st Floor, Crusher Corner, Sambhajinagar, Radhanagri Road, Kolhapur"
7643632456.0,Mauli Clinic,node,17.0025239,73.982916,,,,,Maharastra,Sangli,415405,,,,clinic,,Kokrud
7643632488.0,"Spandan Hospital, ICU & Diabetes Clinic",node,16.9479015,74.4036537,,,,,Maharastra,Sangli,416301,,,,clinic,,"Uran lslampur - Sangli Road, Behind Aditi Sonography Center, Ashta"
7643632505.0,Sai Kala Clinic,node,16.6701246,74.2015194,,,,,Maharastra,Kolhapur,416011,,,,clinic,,"A Ward, Apatenagar, Kolhapur"
7643632506.0,Aasta Clinic,node,16.9483584,74.4081652,,,,,Maharastra,Sangli,416301,,,,clinic,,"Amar Maske, Ashta"
7643632511.0,Gurukrupa Clinic,node,16.6860255,74.2221722,,,,,Maharastra,Kolhapur,416012,,,,clinic,,"1758, B Ward, Mangalwar Peth, Sambhaji Nagar, Kolhapur"
7643632514.0,Sai Skin Clinic,node,17.0482496,74.2555992,,,,,Maharastra,Sangli,416302,,,,clinic,,"Shripad Nagar, Sangli Road, Uran Islampur"
7643814385.0,Dr. Shivanand Kulkarni Clinic,node,16.8241387,74.6532188,,,,,Maharastra,Sangli,416410,,,,clinic,clinic,"Malhar Apartment, Brahmanpuri, Miraj"
7643814394.0,Dr. Khans Clinic,node,16.825369,74.642012,,,,,Maharastra,Sangli,416410,,,,clinic,clinic,"Near Ambedkar Garden, Station Road, Deval Dairy - Kajah Beedi, Shivaji Nagar, Miraj"
7643814396.0,Gadve Clinic,node,16.8217302,74.6472672,,,,,Maharastra,Sangli,416410,,,,clinic,clinic,"Guruvar Peth, Miraj"
7643814398.0,Shalini Clinic,node,16.8456256,74.5750694,,,,,Maharastra,Sangli,416416,,,,clinic,,"Mangalmurti Colony, Dattanagar, Sangli"
7643814403.0,Shri Balaji Clinic,node,16.822629,74.653605,,,,,Maharastra,Sangli,416410,,,,clinic,clinic,"Miraj - Malgaon Miraj, Sangli"
7643814407.0,Padmavati Clinic,node,16.852925,74.5697042,,,,,Maharastra,Sangli,416416,,,,clinic,,"Kothavale Galli, Patrakar Nagar, Sangli"
7643814408.0,Kranti Clinic,node,16.8531614,74.5666123,,,,,Maharastra,Sangli,416416,,,,clinic,,"Patrakar Nagar, Sangli"
7643814416.0,Bhosale Clinic,node,16.8280504,74.6488705,,,,,Maharastra,Sangli,416410,,,,clinic,,"Shaniwar Peth, Gandhi Road, Miraj, Sangli"
7643814419.0,Dr. Sagar Kulkarni,node,16.8560374,74.5680269,,,,,Maharastra,Sangli,416416,,,,doctors,,"Panchamukhi Maruti Road, Kothavale Galli, Khanbhag, Sangli"
7643814423.0,Sree Tekke Eye Clinic,node,16.8478949,74.574045,,,,,Maharastra,Sangli,416416,,,,clinic,,"South Shivaji Nagar, Indira Nagar, Sangli"
7643814431.0,Dr. Mulla Clinic,node,16.821576,74.640763,,,,,Maharastra,Sangli,416410,,,,clinic,,"Dr. Pujari Chowk, Marathe Mill Road, Near Patil Medical, Miraj"
7643814441.0,Om Clinic,node,16.830524,74.648719,,,,,Maharastra,Sangli,416416,,,,clinic,,"Tirumulla Villa, Mangalvar Peth, Miraj"
7643814443.0,Jyotsna Clinic,node,16.8517925,74.5825774,,,,,Maharastra,Sangli,416416,,,,clinic,,"Nishant Colony, Sangli"
7643814456.0,Saishwari Clinic,node,16.8337667,74.640328,,,,,Maharastra,Sangli,416410,,,,clinic,,"Yashvant Co-Operative Housing Society, Sangli Road, Miraj"
7643814461.0,Magdum Children Clinic,node,16.854305,74.573822,,,,,Maharastra,Sangli,416416,,,,clinic,,"District Hospital Road, Shivaji Nagar, Patrakar Nagar, Sangli"
7643814467.0,Sanvedan Clinic,node,16.8534067,74.6101165,,,,,Maharastra,Sangli,416415,,,,clinic,,Sangli
7643814470.0,Noor Poly Clinic,node,16.8223022,74.649016,,,,,Maharastra,Sangli,416410,,,,clinic,clinic,"Guruvar Peth, Miraj"
7643814479.0,Little Champs Children Clinic,node,16.8520718,74.5830071,,,,,Maharastra,Sangli,416416,,,,clinic,,"Shreeram Residency, Nishant Colony, Sangli"
7643814481.0,Dr. Chougule ENT Clinic,node,16.855153,74.573827,,,,,Maharastra,Sangli,416416,,,,clinic,,"District Hospital Road, Shivaji Nagar, Khanbhag, Sangli"
7643814485.0,Vijay Sonorad Clinic,node,16.821858,74.642468,,,,,Maharastra,Sangli,416410,,,,clinic,,"Mane Palace, Near Hira Hospital, Miraj"
7645317858.0,Shree Clinic,node,17.0388666,74.6007751,,,,,Maharastra,Sangli,416312,,,,clinic,,"Somwar Peth, Tasgaon"
7645317864.0,Shree Ganesh Clinic,node,17.0349112,74.6004607,,,,,Maharastra,Sangli,416312,,,,clinic,,"Joglekar Wada, Kalgaonkar Wada, Tasgaon"
7645317868.0,Gurukrupa Clinic,node,16.9773572,74.8593312,,,,,Maharastra,Sangli,416405,,,,clinic,,"Hingangaon-Sindhewadi Road, Hingangaon"
7645317875.0,Dr. Sushant Sutar Clinic,node,16.90451,74.597672,,,,,Maharastra,Sangli,416304,,,,clinic,,Budhgaon
7645317879.0,Honai Clinic,node,17.1506136,74.6325387,,,,,Maharastra,Sangli,416314,,,,clinic,,Khanapur-Tasgaon Road
7645317889.0,Khwab Clinic,node,17.0558643,74.6462416,,,,,Maharastra,Sangli,416312,,,,clinic,,"Dr Shabbir Mulani, Tasgaon - Lodhe Road, Chinchani"
7645317890.0,Dr. Suresh Pawar Clinic,node,17.168014,74.543804,,,,,Maharastra,Sangli,416312,,,,clinic,,"Alate, Tasgaon"
7645317897.0,Gangotri Clinic,node,17.2735729,74.5252453,,,,,Maharastra,Sangli,415311,,,,clinic,,"Juna Bhalavni Road, Vivekanand Nagar, Bhavaninagar, Vita"
7645317922.0,Arogyadeep Skin Clinic,node,17.273783,74.5424114,,,,,Maharastra,Sangli,415311,,,,clinic,,"Sawarkar Nagar, Vita"
7645317938.0,Kumbhar Clinic,node,16.8064108,74.8576686,,,,,Maharastra,Sangli,416401,,,,clinic,,"Near Laxmi Medical, Linganur, Karnataka"
7645317939.0,Dr. Jadhav Clinic,node,17.2760613,74.5249579,,,,,Maharastra,Sangli,415311,,,,clinic,,"Bhavaninagar, Vita"
7645317940.0,Sai Clinic,node,17.1822112,74.7601177,,,,,Maharastra,Sangli,416311,,,,clinic,,"Opp Vitthal Mandir, Wayphale"
7645317943.0,Bhosle Clinic,node,17.1179372,74.4102775,,,,,Maharastra,Sangli,416309,,,,clinic,,"Near Ram Mandir, Kunda"
7645317945.0,Yashwant Clinic,node,16.9862989,74.6269279,,,,,Maharastra,Sangli,416307,,,,clinic,,"Juni Chavadi, Kavathe Ekand"
7645317948.0,Aadhaar Clinic,node,16.8695587,74.5792963,,,,,Maharastra,Sangli,416416,,,,clinic,,"Sankalp Pushpa Apartments, Market Bypass, Opp. Hi Rich, Kala Nagar, Sangli"
7645317960.0,Dr. Pathan Clinic,node,16.843575,74.678183,,,,,Maharastra,Sangli,416410,,,,clinic,,"Miraj - Malgaon Subhashnagar, Miraj"
7645520294.0,Chandsi Clinic,node,19.847863,75.904438,,,,,Maharastra,Jalna,431203,,,,clinic,,"Bhumika, Mission Compound, Jalna"
7645520296.0,Sharayu Clinic,node,19.5463666,76.1360222,,,,,Maharastra,Jalna,431207,,,,clinic,,Kandari Partur
7645520307.0,Vyankateshwar Clinic,node,19.8295453,75.885811,,,,,Maharastra,Jalna,431213,,,,clinic,,"Sahkar Bank Colony, Kharat Nagar, Jalna"
7645520312.0,Dr. Vipul Jain Skin Clinic,node,19.8439291,75.9058899,,,,,Maharastra,Jalna,431203,,,,clinic,,"Shivaji Putla Road, Vyankatesh Nagar, Jalna"
7645520324.0,Roy Clinic,node,19.518191,75.988474,,,,,Maharastra,Jalna,431209,,,,clinic,,Ghansawangi
7645520328.0,Tayde Clinic,node,19.8273558,75.8864062,,,,,Maharastra,Jalna,431213,,,,clinic,,"Revgaon Road, Kharat Nagar, Jalna"
7645520333.0,Soham Clinic,node,19.8332603,75.881911,,,,,Maharastra,Jalna,431213,,,,clinic,,"Swaraj Road, Kanchan Nagar, Bhagya Nagar, Jalna"
7645520338.0,Dr. Avinash Ghaytadak Clinic,node,19.548403,76.012923,,,,,Maharastra,Jalna,431209,,,,clinic,,"Near Buddha Vihar, Rajegaon"
7645520354.0,Mahesh Clinic,node,19.842488,75.88993,,,,,Maharastra,Jalna,431213,,,,clinic,,"Railway Station Road, Mali Pura, Millat Nagar, Bhawani Nagar, Jalna"
7645520357.0,Gayatri Clinic,node,19.8513052,75.9047025,,,,,Maharastra,Jalna,431203,,,,clinic,,"JES College Road, Gajanan Colony, Modikhana, Jalna"
7645520358.0,Ankur Mother Care Clinic,node,19.839292,75.891512,,,,,Maharastra,Jalna,431213,,,,clinic,,"Madhuban Colony, Gandhi Chaman Laxminarayanpura, Old Jalna"
7645520365.0,Shrihari Clinic,node,19.8116676,75.8338394,,,,,Maharastra,Jalna,431213,,,,clinic,,"Wardha Road, Siraswadi"
7645520370.0,Dr. Gajanan Pathak,node,19.8441695,75.9209378,,,,,Maharastra,Jalna,431203,,,,doctors,,"Aurangabad - Nagpur Road, Sai Nath Nagar, Shakuntala Nagar, Jalna"
7645520375.0,Sahuji Clinic,node,19.8435568,75.9030282,,,,,Maharastra,Jalna,431203,,,,clinic,,"Shivaji Statue, Gawali Pura, Jalna"
7645520384.0,Kabra Eye Clinic,node,19.8513368,75.8984807,,,,,Maharastra,Jalna,431203,,,,clinic,,"Gyatri Nagar, Jalna"
7645520392.0,Abhishek Clinic,node,19.4382733,75.922683,,,,,Maharastra,Jalna,431209,,,,clinic,,Tirthpuri
7645520401.0,Aastha Clinic,node,19.8383949,75.9097274,,,,,Maharastra,Jalna,431203,,,,clinic,,"Markandey Nagar, Gandhinagar, Vyankatesh Nagar, Jalna"
7646344923.0,Arihant Clinic,node,19.8341973,75.2513175,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"Ahmednagar - Aurangabad Road, Pandharpur, Indiranagar, Waluj, Aurangabad"
7646344927.0,Additional Health Centre,node,20.2758371,75.6789198,,,,,Maharastra,Aurangabad,431135,,,,clinic,,Pimpri Road
7646344931.0,Mental Health Clinic,node,19.8889683,75.2811026,,,,,Maharastra,Aurangabad,431002,,,,clinic,clinic,"Nashik Road, Padegaon, Aurangabad"
7646344939.0,Krupashri Clinic,node,19.8437216,75.2126843,,,,,Maharastra,Aurangabad,431133,,,,clinic,,"Mahavir Chowk, Ranjangaon Shenpunji, Waluj, Aurangabad"
7646344944.0,Anjali Clinic,node,19.8335318,75.2511634,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"Behind Buldana Bank, Right Hand Side Of Vitthal Rukhmai Mandir, Pandharpur, Aurangabad"
7646344945.0,Manoj Jain Clinic,node,19.84755,75.253571,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"CIDCO, Waluj Mahanagar 1, Waluj, Aurangabad"
7646344946.0,Rugved Clinic,node,20.151916,74.82285,,,,,Maharastra,Aurangabad,,,,,clinic,,Aurangabad
7646344958.0,Saanvi Womens Care Clinic,node,19.843588,75.24575,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"SN 10, Jai Bajrang Market, Bajaj Nagar, Waluj, Aurangabad"
7646344962.0,Dr. Bhale's Clnic,node,19.84593,75.252921,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"CIDCO, Waluj Mahanagar, Waluj, Aurangabad"
7646344965.0,Sai Om Clinic,node,19.9389308,75.2213855,,,,,Maharastra,Aurangabad,431001,,,,clinic,,"Dhule Daulatabad Highway, Opposite Devgiri School, Aurangabad"
7646344966.0,Dr. Ubaid's Children Clinic,node,19.8604452,75.3006053,,,,,Maharastra,Aurangabad,,,,,clinic,,"Kalayni Classic, Opp Sapna Beauty Parlour, Jalan Nagar, Aurangabad"
7646344972.0,Adarsh Clinic,node,19.8475119,75.2535747,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"CIDCO, Waluj Mahanagar, Waluj, Aurangabad"
7646344982.0,Varad Clinic,node,20.2638699,75.1346929,,,,,Maharastra,Aurangabad,431103,,,,clinic,,"Balaji Nagar, Kannad"
7646344986.0,Saba Clinic,node,19.8352793,75.2522478,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"Puna Highway Road, Opposite Bhaji Mandi, Pandharpur, Aurangabad"
7646344989.0,Sai Kripa Clinic,node,19.8853173,75.2875286,,,,,Maharastra,Aurangabad,431002,,,,clinic,clinic,"Padegaon, Aurangabad"
7646344996.0,Kasturba Clinic,node,19.8458987,75.2445354,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"MIDC, Waluj, Aurangabad"
7646345001.0,Manisha Clinic,node,19.8568227,75.2415726,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"Wadgaon Road, Aurangabad"
7646345005.0,Dr. Alanjakr Clinic,node,19.8979757,75.1183003,,,,,Maharastra,Aurangabad,431002,,,,clinic,,Umarpur
7646345006.0,Sahyadri Clinic,node,19.843558,75.232051,,,,,Maharastra,Aurangabad,431133,,,,clinic,,"R.M. 190, Alfonsa High School Road, Jay Bhawani Chowk, Bajaj Nagar, Aurangabad"
7646345007.0,Shravasti Clinic,node,19.8981193,75.2962344,,,,,Maharastra,Aurangabad,431002,,,,clinic,,"Opp. Hotel Kanta, Old Bhavsingpura, Bhimnagar, Aurangabad"
7646345008.0,Ramai Clinic,node,19.896553,75.2960113,,,,,Maharastra,Aurangabad,431002,,,,clinic,,"Old Bhavsingpura Padegaon, Aurangabad"
7646345014.0,Shri Jagdamba Clinic,node,19.806113,75.235094,,,,,Maharastra,Aurangabad,431136,,,,clinic,,"Naigoan, Aurangabad"
7646609348.0,Madhavbaug Multidisciplinary Cardiac Clinic,node,19.8780423,75.3209204,,,,,Maharastra,Aurangabad,431001,,,,clinic,,"Samarth Nagar, Aurangabad"
7646609374.0,Skin and STD Clinic,node,19.8762494,75.3263478,,,,,Maharastra,Aurangabad,431005,,,,clinic,,"Near Hotel Tania, Kranti Chowk, Police Station Road, Nutan Colony, Aurangabad"
7646609398.0,Kandharkar Clinic,node,19.866845,75.3391521,,,,,Maharastra,Aurangabad,431005,,,,clinic,,"Near Kandharkar Hospital, Tilaknagar, Ulkanagari, Aurangabad"
7646609405.0,Shripad Clinic,node,19.8551332,75.3414326,,,,,Maharastra,Aurangabad,431005,,,,clinic,,"Gadiya Vihar Road, Prithviraj Nagar, Gadia Vihar, Aurangabad"
7648613525.0,ECHS PolyClinic,node,18.9738176,75.7405716,,,,,Maharastra,Beed,431122,,,,clinic,,"Jaybhaye Housing Services, Chandmari Colony, Palvan"
7648613533.0,Sairam Clinic,node,19.004524,75.768718,,,,,Maharastra,Beed,431122,,,,clinic,,"Vipra Nagar, Beed"
7648613541.0,Ramkrishna Clinic,node,18.9923059,75.7685715,,,,,Maharastra,Beed,431122,,,,clinic,,"Raviwar Peth, Shinde Nagar, Kranti Colony, Vipra Nagar, Beed"
7648613554.0,Anuja Clinic,node,18.9754758,75.7659695,,,,,Maharastra,Beed,431122,,,,clinic,,"Driving School Street, Bajirao Nagar, Bir, Beed"
7648613556.0,Mahalaxmi Multispeciality Homeopathic Clinic,node,18.9938442,75.768506,,,,,Maharastra,Beed,431122,,,,clinic,,"Kala Hanuman Thana Road, Shaniwar Peth, Vipra Nagar, Beed"
7648613573.0,Makbool Clinic,node,18.8074463,75.7818118,,,,,Maharastra,Beed,431125,,,,clinic,,"Azad Nagar Road, Maulana Azad Nagar, Neknoor"
7648613592.0,Al-Mukhtar Hospital,node,18.9893409,75.7664308,,,,,Maharastra,Beed,431122,,,,clinic,,"Near Kankaleshwar Mandir, Chandni Chowk, Beed"
7648906287.0,Dr. Ghuge's Homoeo Clinic,node,18.9888354,75.7429556,,,,,Maharastra,Beed,431122,,,,clinic,,"Anand Nagar, Datta Nagar, Beed"
7648906291.0,Ayush Clinic,node,18.9956507,75.7500951,,,,,Maharastra,Beed,431122,,,,clinic,,"Kranti Nagar, Beed"
7648906296.0,Siddique Clinic,node,18.9986055,75.7566292,,,,,Maharastra,Beed,431122,,,,clinic,,"Masarrat Nagar, West Sahayog Nagar, Beed"
7648906298.0,Abhimanyu Homeopathic Clinic,node,18.9903114,75.7451027,,,,,Maharastra,Beed,431122,,,,clinic,,"Bamb Circle, Under Ground, Juna Nagar Naka, Nagar Road, Beed"
7648906304.0,Dr. Sachin Ware Ayush Clinic,node,18.995587,75.750108,,,,,Maharastra,Beed,431122,,,,clinic,,"Umakiran Complex, Pangari Road, Shahunagar, Kranti Nagar, Beed"
7648906309.0,Healthcare Physiotherapy Clinic,node,18.9941077,75.7488931,,,,,Maharastra,Beed,431122,,,,clinic,,"Adarsh Nagar, Kranti Nagar, Beed"
7648906310.0,Patel Clinic,node,18.9950548,75.7512412,,,,,Maharastra,Beed,431122,,,,clinic,,"Kranti Nagar, Beed"
7648906311.0,Shinde Skin Care Centre,node,18.9940536,75.7490672,,,,,Maharastra,Beed,431122,,,,clinic,,"Shriram Nagar, Kranti Nagar, Beed"
7648906329.0,Dr. Kadam Psychiatrist Clinic,node,18.9948718,75.7513952,,,,,Maharastra,Beed,431122,,,,clinic,,"Kranti Nagar, Beed"
7648906347.0,Vyankatesh Clinic,node,18.9863512,75.7584013,,,,,Maharastra,Beed,431122,,,,clinic,,"Azizpura Road, Sawata Nagar, Beed"
7648906348.0,"Varad Hair, Skin & Laser Clinic",node,18.9939603,75.7485894,,,,,Maharastra,Beed,431122,,,,clinic,,"DP Road, Adarsh Nagar, Kranti Nagar, Beed"
7648906363.0,Omkar Clinic,node,18.9956504,75.7416226,,,,,Maharastra,Beed,431122,,,,clinic,,"Dnyaneshwar Nagar, Beed"
7648906366.0,Sparsh Skin Care & Cosmatic Clinic,node,18.9945346,75.7474594,,,,,Maharastra,Beed,431122,,,,clinic,,"Doctor Lane, DP Road, Near Giri Hospital, Adarsh Nagar, Beed"
7649143687.0,Tofkhana Surkutla Clinic,node,19.0978957,74.7345825,,,,,Maharashtra,Ahmednagar,414001,,,,clinic,,"Sarjepura City, Ahmednagar"
7649143693.0,Funde Clinic,node,19.1282527,74.7542215,,,,,Maharashtra,Ahmednagar,414003,,,,clinic,,"Dasarenagar, Ahmednagar"
7649143694.0,Ayush Clinic,node,19.1334949,74.7357672,,,,,Maharashtra,Ahmednagar,414003,,,,clinic,,"Sant Kisangiri Nagar, Bhistbaag, Ahmednagar"
7649143697.0,Dr. Ashok Changede's Clinic,node,19.097348,74.768291,,,,,Maharashtra,Ahmednagar,414002,,,,clinic,,"Bhingar, Ahmednagar"
7649143698.0,Aditya Clinic,node,19.0787284,74.726297,,,,,Maharashtra,Ahmednagar,414005,,,,clinic,,"Station Road, Agarkar Mala, Ahmednagar"
7649143702.0,Prasad Clinic,node,19.0848339,74.7418191,,,,,Maharashtra,Ahmednagar,414001,,,,clinic,,"Koti Road, Market Yard Road, Near Mahanagar Bank, Ahmednagar"
7649143703.0,Pulse Heart Clinic,node,19.082711,74.735173,,,,,Maharashtra,Ahmednagar,414001,,,,clinic,,"Eagle pride, Burudgaon Road, Swati Colony, Ahmednagar"
7649143705.0,Sarang Homoeo Clinic,node,19.1254815,74.749824,,,,,Maharashtra,Ahmednagar,414003,,,,clinic,,"Pipeline Road, Shrikrishna Nagar, Ahmednagar"
7649143707.0,Matoshri Clinic,node,19.1028688,74.7346567,,,,,Maharashtra,Ahmednagar,414001,,,,clinic,,"Tarakpur, Ahmednagar"
