Clinic Name,Speciality,City,State,Contact,Opening Hours,Address
Makbool Clinic,,,Maharastra,9215234832,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Azad Nagar Road, Maulana Azad Nagar, Neknoor"
Al-Mukhtar Hospital,,,Maharastra,9297290777,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Kankaleshwar Mandir, Chandni Chowk, Beed"
Dr. Ghuge's Homoeo Clinic,,,Maharastra,9054823147,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anand Nagar, Datta Nagar, Beed"
Ayush Clinic,,,Maharastra,9518750979,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kranti Nagar, Beed"
Siddique Clinic,,,Maharastra,9413371810,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Masarrat Nagar, West Sahayog Nagar, Beed"
Abhimanyu Homeopathic Clinic,,,Maharastra,9159586038,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bamb Circle, Under Ground, Juna Nagar Naka, Nagar Road, Beed"
Dr. Sachin Ware Ayush Clinic,,,Maharastra,9149791212,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Umakiran Complex, Pangari Road, Shahunagar, Kranti Nagar, Beed"
Healthcare Physiotherapy Clinic,,,Maharastra,9250160211,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Adarsh Nagar, Kranti Nagar, Beed"
Patel Clinic,,,Maharastra,9161447444,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kranti Nagar, Beed"
Shinde Skin Care Centre,,,Maharastra,9621082181,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shriram Nagar, Kranti Nagar, Beed"
Dr. Kadam Psychiatrist Clinic,,,Maharastra,9822591013,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kranti Nagar, Beed"
Vyankatesh Clinic,,,Maharastra,9931745769,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Azizpura Road, Sawata Nagar, Beed"
"Varad Hair, Skin & Laser Clinic",,,Maharastra,9916076103,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"DP Road, Adarsh Nagar, Kranti Nagar, Beed"
Omkar Clinic,,,Maharastra,9504007409,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dnyaneshwar Nagar, Beed"
Sparsh Skin Care & Cosmatic Clinic,,,Maharastra,9561291248,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Doctor Lane, DP Road, Near Giri Hospital, Adarsh Nagar, Beed"
Tofkhana Surkutla Clinic,,,Maharashtra,9075629807,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sarjepura City, Ahmednagar"
Funde Clinic,,,Maharashtra,9247497892,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dasarenagar, Ahmednagar"
Ayush Clinic,,,Maharashtra,9627583002,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sant Kisangiri Nagar, Bhistbaag, Ahmednagar"
Dr. Ashok Changede's Clinic,,,Maharashtra,9437715981,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhingar, Ahmednagar"
Aditya Clinic,,,Maharashtra,9528677077,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Station Road, Agarkar Mala, Ahmednagar"
Prasad Clinic,,,Maharashtra,9584651156,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Koti Road, Market Yard Road, Near Mahanagar Bank, Ahmednagar"
Pulse Heart Clinic,,,Maharashtra,9215310652,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Eagle pride, Burudgaon Road, Swati Colony, Ahmednagar"
Sarang Homoeo Clinic,,,Maharashtra,9403564546,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pipeline Road, Shrikrishna Nagar, Ahmednagar"
Matoshri Clinic,,,Maharashtra,9240822259,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tarakpur, Ahmednagar"
Akansha Clinic,,,Maharashtra,9048148883,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maniknagar, Ahmednagar"
Bhoite Clinic,,,Maharashtra,9435141827,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"TV Centre Road, Savedi, Ahmednagar"
गंगा चिकित्सालय,,,Maharashtra,9447530393,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maliwada, Ahmednagar"
Dr. Nagpure Clinic,,,Maharashtra,9667128130,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aurangabad Road, Abhiyanta Colony, Surya Nagar, Ahmednagar"
Moraya Clinic,,,Maharashtra,9461593397,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Alankapuri, Dnyaneshwar Nagar, Ahmednagar"
डॉ.गांधी चिकित्सालय,,,Maharashtra,9501163157,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Dharti Chowk, Hatampura, Ahmednagar"
Usha Clinic,,,Maharashtra,9122177093,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chandralok Apartment, Delhi Gate, Ahmednagar"
Dr. Gaikwad Clinic,,,Maharashtra,9041925496,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near vaiduvadi Chowk, Ganesh Colony, Savedi, Ahmednagar"
Dr. Ghorpade,,,Maharashtra,9066902338,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bagroja Hudco Colony, Sarjepura City, Ahmednagar"
Shri Samarth Clinic,,,Maharashtra,9995526597,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gulmohar Road, Kirloskar Colony, Anand Nagar East, Ahmednagar"
Dr. Mangesh Jadhav,,,Maharashtra,9232936055,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manmad Road, Savedi, Ahmednagar"
Nimeesh Clinic,,,Maharashtra,9082396228,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Delhi Gate Road, Sarjepura City, Ahmednagar"
Medixpress Multi Speciality Clinic,,,Maharastra,9337742393,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Oxford Village, Kedari Nagar, Wanowrie, Pune"
Dr. V. V. Kaulgud,,,Maharastra,9605858120,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Darpan Apartment, Sanghvi Nagar, Aundh, Opposite Bank of Maharashtra, Pune"
Dr. Neelima Vaid - ENT Clinic,,,Maharastra,9747171082,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"32, Ward No. 8, National Housing Society, Aundh, Pune"
Dr. Deepa Karwa,,,Maharastra,9086839018,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"3, Samar Paradise, D. P. Road, Aundh, Behind Subway Restaurant, Pune"
Apex Eye Care Clinic,,,Maharashtra,9343710565,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Baner - Balewadi Road, Balewadi Phata, Baner, Pune"
Dignity 9 Multispecality Hospital,,,Maharastra,9630381204,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Wagholi, Pune"
Dr. Taruna's Polyclinc,,,Maharastra,9695071258,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shirine Garden, Aundh, Pune"
Kalpayu Health Care Clinic,,,Maharastra,9871983549,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nirmal Township, Shop No. E-4/05, Kale Padal Road, Hadapsar, Pune"
Dr. A Raina's Clinic,,,Maharastra,9596704759,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shree Ganesh vishwa, Katraj - Kondhwa Road, Gokul Nagar, Pune"
Ruby Hall Clinic,,,Maharashtra,9107728568,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sasoon Road, Sangamvadi, Pune"
Skin and Hair Clinic,,,Maharastra,9771277038,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Wagholi, Pune"
Imax Multispeciality Hospital;Imax Multispcality Hospital,homeopathy,Wagholi,Maharastra,9655831214,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kesnand Phata Chowk, Sant Tukaram Nagar, Wagholi, Pune"
Trimiti Clinic,,,Maharastra,9880332340,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivraj Apartments, DP Road, Aundh, Pune"
Anand Clinic,,,Maharashtra,9381666266,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Old Relax Hotel, Old Mundhwa Road, Kharadi, Pune"
Sanjivani Skin Care Clinic,,,Maharastra,9399864850,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jarande Nagar, Mohammed Wadi, Pune"
Dr. Mahesh Thombare,,,Maharastra,9076179846,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lav Kush Apartment, Besides Hotel Season, Seasons Road, Aundh, Pune"
iCare Clinic,,,Maharashtra,9093316226,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chandravarsha Building, Above SBI, Pune"
Dr. Sonal Kapoor,,,Maharastra,9765298175,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shop No 4, Shetiya Apartment, Gaikwad Nagar, Pune"
Chirayu Hospital,,Pune,Maharastra,9041480051,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manthan Complex, 1st Floor, Near Bus Depo, Kesanand Phata, Wagholi, Pune"
Dr. Shirish Medhekar,,,Maharastra,9725470557,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B-11, Sant Society, Beside Radhika Hotel, Aundh, Near Parihar Chowk, Pune"
Muktai Mother & Child Clinic,,,Maharastra,9622374986,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shiv Shambho Colony Road, Adarsh Nagar, Kiwale, Ravet, Pimpri-Chinchwad, Pune"
Health Bay Clinic,,,Maharashtra,9857445190,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Transbay, Balewadi Road, Pune"
Dr. Uma Alurkar,,,Maharastra,9263478860,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mont Vert Zenith, Office No. 101, 1st Floor, Baner Road, Baner, Pune"
Sukhayu Children's & General Clinic,,,Maharastra,9898130548,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sai Swara Complex, Ganga Nagar Gurudatta Nagar, Fursungi, Pun"
Dr. Meera Singhal,,,Maharastra,9310522614,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Prachi Residency, Opp. Kapil Malhar Society, Baner, Pune"
Dr. Shirish Kankariya,,,Maharastra,9002475926,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"169A, Guru Nanak Nagar, Mayfair Eleganza Phase II, Kausar Baugh, Kondhwa, Pune"
Dr. Sanjay Kolte Clinic,,Pune,Maharastra,9521231673,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Soham Complex, Opp. CCD, Above T.I.M.E, Parihar Chowk, Raagdari Society, Aundh, Pune"
Jogai Clinic,,,Maharastra,9479149835,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sarjaa Road, Chaitraban Society, Aundh, Pune"
Mangal Clinic,,,Maharashtra,9982247600,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Opp Poona Street, NDA Road, Warje Malwadi Road, Warje, Pune"
Madhavbaug Cardiac Care Clinic,,,Maharastra,9681091822,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"R4-4, Laxmi Vihar, Bhosale Nagar, Hadapsar, Pune"
Sanjeevani Vitalife Medipoint Clinic,,Pune,Maharashtra,9399800671,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"New DP Road, Oriental Gold Society, Aundh, Pune"
Bone and Joint Care Clinic,,,Maharastra,9473444656,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pune Saswad Road, Bhekrai Nagar, Tukai Darshan, Pune"
"Dr. Rajen, Dr. a Kale",,,Maharastra,9772906018,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"45, Aundh Gaon, Aundh, Pune"
Alloveda Clinic,,,Maharastra,9995633649,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Luv Kush Apartments, Opp Chintamani Society, Near Hyundai Showroom, Aundh, Pune"
Prarthna Clinic,,,Maharashtra,9066695454,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Picasso-kedari Arcade, Salunke Vihar Road, Pune"
Chaitanya Children's Clinic,,,Maharastra,9817729100,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shop no-3, 1st Floor, Vishwakarma Complex, Main Chowk, Marunji Road, Pune"
Shatayu Homeopathic Clinic,,,Maharastra,9895269940,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Konark Nagar, Nashik"
Kaivalya Clinic,,,Maharastra,9904501442,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nashik Road, Nashik"
Shivtara Clinic,,,Maharastra,9474090572,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anandi Heights, Sri Ram Nagar, Behind Jatra Hotel, Nashik"
Vedant ENT Clinic,,,Maharastra,9340177310,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ground Floor, Gaikwad Mala Road, Behind Om Hospital, Bytco Point, Nashik"
Venu Clinic,,,Maharastra,9112379564,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Adgaon, Nashik"
The Good Health Family Clinic,,,Maharastra,9220317555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"E 1, Manish Park, Phase III, NIBM Road, Kondhwa, Pune"
Manish Clinic,,,Maharastra,9026916267,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ramganesh Gadkari Path, Yashodatta Housing Society, Kasba Peth, Pune"
Sana Hospital,,Pune,Maharastra,9418801148,24/7,"NIBM Galli Number 2, Kausar Baugh, Kondhwa, Pune"
Dr. Parag Biniwale,,,Maharastra,9177403508,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2nd floor, Dream Presidency, Apte Road, Behind Santosh Bakery, Shivajinagar, Pune"
Dr. Swaroop Savanur,,,Maharastra,9193177494,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Joshi Wada, Sadashiv Peth, Pune"
Pratham Clinic,,,Maharastra,9600020086,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pratham Apartment, RB Kumthekar Road, Opposite to Sadashiv Peth, Pune"
Lavate Clinic,,,Maharastra,9916497555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ghole Road, Sud Nagar, Shivajinagar, Pune"
Dhaumya Clinic,,,Maharastra,9260109348,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"514, Datta Wadi Road, Dattawadi, Pune"
Dr. Saha Clinic,,,Maharastra,9403723472,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Budhwar Peth, Pune"
Niramay Clinic,,,Maharastra,9000242985,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gandhinagar, Mangalwar Peth, Kasba Peth, Pune"
Mansi Clinic,,,Maharastra,9008472656,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maruti Temple, Near Live Well Furniture, V Kamble Road, Navi Peth, Dattawadi, Pune"
Shree Datta Clinic,,,Maharastra,9235354554,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Om Banglow, Plot No.29, Kamkaditya Society, Laxmi Park Colony, Sadashiv Peth, Pune"
Dr. Otiv Clinic,,,Maharastra,9595390786,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B6 Mittal Court, 478, Rasta Peth, Pune"
Dr. K M Gangwal,,,Maharastra,9163105580,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreepal Chambers, Near Shaniwar wada, Bajirao Road, Pune"
Shri Dattakrupa Clinic,,,Maharastra,9489412643,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"106/2, Old Tophakhana, Tophakhana, Shivajinagar, Pune"
Shree Ganga Clinic,,,Maharashtra,9512512493,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"612, Laxmi Road, Anutej Symphony Society, Rasta Peth, Pune"
Vivekanand Homeopathic Clinic,,,Maharastra,9265396551,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"32, Tanaje Nagar, Mohan Nagar, Dhankawadi, Pune"
Asava Clinic,,,Maharastra,9976173841,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"576, LB Bhopatkar Path, Bhatancha Bol, Narayan Peth, Pune"
Sammohini Clinic,,,Maharastra,9181723161,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ashok Balakwade Path, Asha Colony, Lokamanya Nagar, Navi Peth, Sadashiv Peth, Pune"
Apte Clinic,,,Maharastra,9519530141,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Patwardhan Baug Road, Laxminarayan Nagar, Vakil Nagar, Dattawadi, Pune"
Apollo Clinic,,,Maharashtra,9713740530,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Datta Mandir Chowk, Viman Nagar, Pune"
Dr. Chetan Deshmukh,general,Pune,Maharastra,9123857755,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Asus Service Center, Sadashiv Peth, Limayewadi Road, Perugate, Pune"
Dr. Khabia Clinic,,,Maharastra,9843461792,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sukhsagar Nagar, Kondhwa Budruk, Pune"
Lupus Clinic,,,Maharashtra,9017045600,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tejas Apartment, 1078, Lokmanya Bal Gangadhar Tilak Road, Opp. SBI, Pune"
Panse Eye Care - Health Clinic,,,Maharastra,9979205117,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Katraj Vasahat, Pune"
Express Clinics Pvt Ltd,,,Maharastra,9783486049,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st Floor, Pentagon , Next To Kaka Halwai Satara Road, Shahu College Road, Pune"
Holistic Clinic,,,Maharastra,9057566097,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Swapnali Apartment, 38, Girija Society, Rambaug Colony, Kothrud, Pune"
Dr. Nitin Abhyankar,,,Maharastra,9886583465,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Poona Hospital & Research Centre 27, Sadashiv Peth, Nr. Alka Talkies, Pune"
Dr. Shailesh Puntambekar,,,Maharastra,9971266665,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ayurvedic Rasashala Premises, Maharshi Karve Road, Khilarewadi, Erandwane, Pune"
Dr. Neelima Beke,,,Maharastra,9730038071,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Niranjan Madhav Road, Apte Ghat, Shaniwar Peth, Pune"
Apka Clinic,,,Maharastra,9227368829,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivajinagar, Pune"
Dr. Pradeep Divate,,,Maharastra,9325481552,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"West Cottage, Taboot Street, Opposite Dabolkar Press, Pune"
Paras Clinic,,,Maharastra,9226975107,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Somwar Peth, Pune"
Shree Clinic,,,Maharastra,9186751903,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mandrindavn Building, Modern Engineering College Road, Sud Nagar, Shivajinagar, Pune"
Milenkari Clinic,,,Maharastra,9818606038,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"753, Gundacha Ganpati Road, Kasba Peth, Pune"
Dr. Seema Shaikh,,,Maharastra,9374978043,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2158, Balanna Nimal Marg, New Modikhana, Katad Khana, Pune"
Dr. Shreerang Godbole,,,Maharastra,9065590639,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Revenue Colony, Shivajinagar, Pune"
Rukhmini Clinic,,,Maharastra,9129691898,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sarthak Tower, Opposite Yashwant Rao Chavan Natya Gruha, Londhe Wada, Kothrud, Pune"
Nadkarni Clinic,,,Maharastra,9896143187,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"207,The Fourth Dimension Apts, Gulawani Maharaj Road, Erandwane, Pune"
Anandi PolyClinic,,,Maharastra,9884525982,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B 13, Bansilal Path, Renuka Society, Upper Indira Nagar, Bibwewadi, Pune"
Nirmal Clinic,,,Maharastra,9245441828,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lokhande Talim Road, Narayan Peth, Pune"
Dr. NarenDr. a G. Patwardhan,,,Maharastra,9151141549,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chitale Bandhu Mithaiwale Garware Bridge Corner, Deccan Gymkhana, Pune"
Mansanjeevani Clinic,,,Maharastra,9225519101,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"#42/2, Vighnahar Complex, karve Road, Paud Phata, Pune"
Dr. Girish Puranik,,,Maharastra,9576865008,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sudakshana Apartments, Vishwashanti Marg, Near LIC Colony, Kothrud, Pune"
Dr. Shriram Athavale Clinic,,,Maharastra,9159118339,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"810, Maharana Pratap Singh Road, Ganj Peth, Pune"
Dr. Dilip Shah Clinic,,,Maharashtra,9068407319,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"24, Ganesh Road, Kasba Peth, Pune"
Borawake Clinic,,,Maharastra,9431366522,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1187/67, Gruhalaxmi Building, Balgandharv Chowk, J M Road, Shivajinagar, Pune"
Ameya Clinic,,,Maharastra,9134549122,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajkamal, F- Building, 1st Floor, Ramyanagari Housing Society, Mangawadi, Pune"
Dr. Sunil Sathe,,,Maharastra,9737118997,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kamala Plaza, Jawaharlal Nehru Road, Koregaon Park Annexe, Ganesh Peth, Pune"
Shrutij Panchkarm Clinic,,,Maharastra,9953281123,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"NC Kelkar Road, Bhatancha Bol, Narayan Peth, Pune"
Patil Clinic,,,Maharastra,9076285385,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"277, Omkareshwar Path, Shaniwar Peth, Pune"
Pathan Clinic,,,Maharastra,9673036221,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharashtra State Highway 4, Akkalkuva"
Uday Clinic,,,Maharastra,9145437886,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharashtra State Highway 4, Akkalkuva"
Dr. Vyanky's Nature Cure Clinic,,,Maharastra,9090050013,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vasantrao Naik High School Road, Doordarshan Colony, Mahalaxmi Nagar, Shahada"
Dr. R. S. Chaudhari,,,Maharastra,9905092308,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manik Chowk, Navnath Nagar, Viral Vihar, Nandurbar"
Vatsalya Clinic,,,Maharastra,9649094831,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Sakri
Salamat Clinic,,,Maharastra,9486730555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Moramba Road, Akkalkuva"
Leena Clinic,,,Maharastra,9493612538,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sundar Super Shopee, Sakri"
Matoshri Clinic,,,Maharastra,9879498708,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Molgi
Seva Clinic,,,Maharastra,9197443546,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Swami Samartha Nagar, Korit Road, SH5, Nandurbar"
Dr. Prabhakar Shinde's Clinic,,,Maharastra,9120660391,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Satana Road, Pimpalner"
Navkar Clinic,,,Maharastra,9666440060,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sriram Chauk, Chittod Road, Dhule"
Niramay Clinic,,,Maharastra,9159764821,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Dhadgaon
Chirayu Child Care,,,Maharastra,9188167189,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manik Nagar, Near LIC Office"
Shifa Clinic,,,Maharastra,9525855239,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lohar Galli, Akkalkuva"
Mahavir Clinic,,,Maharastra,9195824145,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"SH1, Doordarshan Colony, Mahalaxmi Nagar, Shahada"
Huma Clinic,,,Maharastra,9019104260,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Akkalkuwa Road, Taloda"
Ekdant Multispeciality Dental Clinic & Implant Centre,,,Maharastra,9270312907,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kharedi Vikri Market, Opp:Saptshrungi Mata Mandir, Shahada"
Shri Tulsi Critical Clinic,,,Maharastra,9958760820,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Darmaraj Nagar, Nandurbar"
Ayesha Clinic,,,Maharastra,9325875587,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khetiya Road, Garib Nawaz Colony, Mahalaxmi Nagar, Shahada"
Haji Razzak Bhai Clinic,,,Maharastra,9676640699,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ambedkar Nagar, Bhusawal"
Nidan Clinic,,,Maharastra,9645788252,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ring Road, Jalgaon"
Ganapati Clinic,,,Maharastra,9721540334,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sadguru Nagar, Ayodhya Nagar, Opp. Dhanshanku Medical Stores, Jalgaon"
Ayush Health Clinic,,,Maharastra,9278536962,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gnandev Nagar, Juna Kedi Road, Jalgaon"
Parsh Chest Clinic,,,Maharastra,9416917041,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"MM Chambers, Onkar Nagar, Jaikisan Wadi, Jalgaon"
Dr. Talele Physiotherapy Clinic,,,Maharastra,9823815377,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bank Street, Navi Peth, Jaikisan Wadi, Jalgaon"
Manudevi Clinic,,,Maharastra,9718235029,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ayodhya Nagar, MIDC Area, Jalgaon"
Sudha Clinic,,,Maharastra,9750919240,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Utkheda Road, Raver"
Dr. Jayant Lathi Clinic,,,Maharastra,9769467650,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"22, MJ College Road, Near Hathway Choufuli, Samartha Colony, Prabhat Colony, Jalgaon"
Laxminarayan Clinic,,,Maharastra,9357949021,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhavani Peth, Hanuman Nagar, Bhusawal"
Dr. Prashant Jadhav Clinic,,,Maharastra,9918001378,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gurudatta Colony, Ganesh Colony, Jalgaon"
